Lesson ID,Ээлжит хичээл,Үнэлгээний нэгж,Learning Objective ID,Суралцахуйн зорилт,Суралцахуйн үр дүн
L143,Бодлого дасгал (Тэгш өнцөгт параллелепипедийн эзлэхүүн ба гадаргуугийн талбай),"Тэгш өнцөгт параллелепипедийн гадаргуугийн талбай, эзлэхүүн",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L144,"ҮНЭЛГЭЭ-Урт, хүнд, багтаамж, хугацааг хэмжих нэгжүүд","Тэгш өнцөгт параллелепипедийн гадаргуугийн талбай, эзлэхүүн",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L145,Өгөгдөл цуглуулах арга,"Өгөгдөл цуглуулах, дүрслэх",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L146,Баганан диаграмм ба пиктограмм,"Өгөгдөл цуглуулах, дүрслэх",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L147,Дугуй диаграмм,"Өгөгдөл цуглуулах, дүрслэх",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","19. Сурагч тэгш өнцөгт параллелепипедийн дэлгээсийг таньдаг, зурдаг, гадаргуугийн талбай, эзлэхүүнийг тооцоолдог, томьёог хэрэглэдэг болно."
L148,Шугаман график,"Өгөгдөл цуглуулах, дүрслэх",CZ-6.9з,"6.9з. Тэгш өнцөгт параллелепипедийн эзлэхүүн олох томьёог гаргах, хэрэглэх","20. Сурагч өгөгдлийг бүртгэн, давтамжийн хүснэгт зохиодог, график, диаграммаар дүрсэлдэг, график, диаграммыг уншиж, тайлбарладаг болно."
L149,Өгөгдлийг дүрслэх хэлбэрүүд,"Өгөгдөл цуглуулах, дүрслэх",CZ-6.10а,"6.10а. Өгөгдөл цуглуулах, бүртгэх, давтамжийн хүснэгт зохиох","20. Сурагч өгөгдлийг бүртгэн, давтамжийн хүснэгт зохиодог, график, диаграммаар дүрсэлдэг, график, диаграммыг уншиж, тайлбарладаг болно."
L150,"ҮНЭЛГЭЭ-Өгөгдөл цуглуулах, дүрслэх","Өгөгдөл цуглуулах, дүрслэх",CZ-6.10б,"6.10б. Өгөгдлийг диаграммаар дүрслэх -   Баганан диаграмм, пиктограмм байгуулах -   Өгсөн загвар дээр хялбар дугуй диаграмм байгуулах -   Шугаман график унших","20. Сурагч өгөгдлийг бүртгэн, давтамжийн хүснэгт зохиодог, график, диаграммаар дүрсэлдэг, график, диаграммыг уншиж, тайлбарладаг болно."
L151,Дунджууд ба далайц,"Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10б,"6.10б. Өгөгдлийг диаграммаар дүрслэх -   Баганан диаграмм, пиктограмм байгуулах -   Өгсөн загвар дээр хялбар дугуй диаграмм байгуулах -   Шугаман график унших","20. Сурагч өгөгдлийг бүртгэн, давтамжийн хүснэгт зохиодог, график, диаграммаар дүрсэлдэг, график, диаграммыг уншиж, тайлбарладаг болно."
L152,"График, диаграмм, хүснэгтээс дунджууд, далайцыг олох","Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10б,"6.10б. Өгөгдлийг диаграммаар дүрслэх -   Баганан диаграмм, пиктограмм байгуулах -   Өгсөн загвар дээр хялбар дугуй диаграмм байгуулах -   Шугаман график унших","20. Сурагч өгөгдлийг бүртгэн, давтамжийн хүснэгт зохиодог, график, диаграммаар дүрсэлдэг, график, диаграммыг уншиж, тайлбарладаг болно."
L153,Бодлого дасгал (дунджууд ба далайж),"Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10б,"6.10б. Өгөгдлийг диаграммаар дүрслэх -   Баганан диаграмм, пиктограмм байгуулах -   Өгсөн загвар дээр хялбар дугуй диаграмм байгуулах -   Шугаман график унших","21. Сурагч дискрет өгөгдлийн дунджууд ба далайцыг олдог, ялгааг тайлбарладаг, баганан диаграммуудыг харьцуулан дүгнэлт гаргадаг болно."
L154,"Өгөгдлүүдийг харьцуулах, дүгнэлт гаргах","Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10в,"6.10в. Дунджууд ба далайцыг олох, давтамжийн хүснэгт ашиглан арифметик дунджийг олох","21. Сурагч дискрет өгөгдлийн дунджууд ба далайцыг олдог, ялгааг тайлбарладаг, баганан диаграммуудыг харьцуулан дүгнэлт гаргадаг болно."
L155,"Бодлого дасгал (график, диаграммаар өгөгдсөн мэдээллүүдийг харьцуулах)","Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10г,"6.10г. Хүснэгт, диаграмм, графикийг унших, тайлбарлах, дүгнэлт гаргах","21. Сурагч дискрет өгөгдлийн дунджууд ба далайцыг олдог, ялгааг тайлбарладаг, баганан диаграммуудыг харьцуулан дүгнэлт гаргадаг болно."
L156,"ҮНЭЛГЭЭ-Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах","Дунджууд ба далайц, баганан диаграммуудыг харьцуулан дүгнэлт гаргах",CZ-6.10д,"6.10д. Баганан диаграммуудыг моод, медиан, арифметик дунджаар нь харьцуулах, дүгнэлт гаргах","21. Сурагч дискрет өгөгдлийн дунджууд ба далайцыг олдог, ялгааг тайлбарладаг, баганан диаграммуудыг харьцуулан дүгнэлт гаргадаг болно."
L157,Үзэгдэл ба эгэл үзэгдэл,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L158,Үржвэр ба нийлбэрийн зарчим,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L159,Бодлого дасгал (Үржвэр ба нийлбэрийн зарчим),"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L160,Үзэгдлийн магадлал,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L161,Магадлалын тоон утга,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L162,Тэнцүү биш боломжтой үр дүн бүхий туршилт,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L163,Магадлалын хэл,"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L164,Бодлого дасгал (Магадлал),"Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
L165,"ҮНЭЛГЭЭ-Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл","Тэнцүү боломжтой үзэгдлийн магадлал, магадлалын хэл",CZ-6.11а,"6.11а. Боломжийг тоолох, нийлбэр, үржвэрийн зарчим хэрэглэх 6.11б. Тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олох, магадлалын хэмжээ 0-ээс 1-ийн хооронд байдгийг ойлгох 6.11в. Магадлалыг олж, тоон шулуун дээр тэмдэглэх, магадлалын хэл хэрэглэх (гарцаагүй үзэгдэл, боломжгүй үзэгдэл, тэгш боломжтой үзэгдэл гэх мэт)","22. Сурагч тэнцүү боломжтой үр дүн бүхий үзэгдлийн магадлалыг олж, тоон шулуун дээр тэмдэглэн, магадлалын хэл хэрэглэн тайлбарладаг болно."
,,22,,,
